"time","tank1.h","tank2.Q1","tank2.h"
46.7,4.000249288134267,2.000062321062588,89.39975071186579
46.8,4.000243181409712,2.0000607944284376,89.59975681859035
46.9,4.000237224802492,2.0000593053213427,89.79976277519758
47,4.000231414366834,2.0000578527549733,89.99976858563323
47.1,4.000225746220364,2.000056435758842,90.1997742537797
47.2,4.000220216539844,2.0000550533772423,90.39977978346023
47.3,4.000214821556898,2.0000537046681766,90.59978517844316
47.4,4.000209557553747,2.0000523887022927,90.79979044244632
47.5,4.000204420858943,2.0000511045618166,90.99979557914112
47.6,4.000199407843091,2.000049851339484,91.19980059215698
47.7,4.000194514914591,2.000048628137474,91.39980548508547
47.8,4.0001897385153695,2.0000474340663446,91.59981026148469
47.9,4.000185075116599,2.0000462682439624,91.79981492488346
48,4.000180527189782,2.0000451312882372,91.99981947281027
48.1,4.000176100126561,2.0000440245471,92.19982389987351
48.2,4.000171781208887,2.000042944841157,92.39982821879117
48.3,4.000167567737866,2.000041891495742,92.5998324322622
48.4,4.000163457077208,2.0000408638518383,92.79983654292286
48.5,4.000159446650663,2.0000398612654355,92.99984055334942
48.6,4.0001555339394645,2.000038883106892,93.19984446606061
48.7,4.0001517164797615,2.0000379287602925,93.3998482835203
48.8,4.000147991860059,2.000036997622809,93.59985200813999
48.9,4.00014435771866,2.000036089104059,93.7998556422814
49,4.00014081174109,2.000035202625466,93.99985918825897
49.1,4.000137351657555,2.0000343376196206,94.19986264834252
49.2,4.000133975240356,2.0000334935296347,94.39986602475972
49.3,4.0001306803013446,2.000032669808507,94.5998693196987
49.4,4.000127464689354,2.000031865918479,94.79987253531071
49.5,4.000124328775474,2.0000310819523466,94.99987567122459
49.6,4.0001212717260985,2.000030317701734,95.19987872827397
49.7,4.000118289392299,2.000029572129447,95.39988171060777
49.8,4.000115379965488,2.0000288447833667,95.59988462003459
49.9,4.000112541677095,2.0000281352213762,95.79988745832297
50,4.000109772796506,2.000027443010847,95.99989022720355
50,4.000109772796506,2.000027443010847,95.99989022720355
